seed,task,phase,step,optimizer,rule,rate,selected_rate,common_rate,path_ancestry_three_oracle_capture,path_rank_one_capture,path_effective_rank,path_unit_oracle_capture,path_calibrated_oracle_capture,credit_ancestry_three_oracle_capture,credit_rank_one_capture,credit_effective_rank,credit_unit_oracle_capture,credit_calibrated_oracle_capture,eligibility_calibrated_oracle_capture,loss_eligibility_calibrated_oracle_capture
202,aligned_strong,development,0,adam,exact,0.003,False,False,1.0,0.8770178260713132,1.2750468898524032,0.5276967803901067,0.8766037292857699,1.0,0.8903631528186241,1.242596019333364,0.5293968130350322,0.8814358246594239,0.6175755210631801,0.6488811578371187
202,aligned_strong,development,0,adam,exact,0.01,False,False,1.0,0.8770178260713132,1.2750468898524032,0.5276967803901067,0.8766037292857699,1.0,0.8903631528186241,1.242596019333364,0.5293968130350322,0.8814358246594239,0.6175755210631801,0.6488811578371187
202,aligned_strong,development,0,adam,exact,0.03,False,False,1.0,0.8770178260713132,1.2750468898524032,0.5276967803901067,0.8766037292857699,1.0,0.8903631528186241,1.242596019333364,0.5293968130350322,0.8814358246594239,0.6175755210631801,0.6488811578371187
202,aligned_strong,development,0,adam,unit_broadcast,0.003,False,False,1.0,0.8770178260713132,1.2750468898524032,0.5276967803901067,0.8766037292857699,1.0,0.8903631528186241,1.242596019333364,0.5293968130350322,0.8814358246594239,0.6175755210631801,0.6488811578371187
202,aligned_strong,development,0,adam,unit_broadcast,0.01,False,False,1.0,0.8770178260713132,1.2750468898524032,0.5276967803901067,0.8766037292857699,1.0,0.8903631528186241,1.242596019333364,0.5293968130350322,0.8814358246594239,0.6175755210631801,0.6488811578371187
202,aligned_strong,development,0,adam,unit_broadcast,0.03,False,False,1.0,0.8770178260713132,1.2750468898524032,0.5276967803901067,0.8766037292857699,1.0,0.8903631528186241,1.242596019333364,0.5293968130350322,0.8814358246594239,0.6175755210631801,0.6488811578371187
202,aligned_strong,development,0,adam,calibrated_broadcast,0.003,False,False,1.0,0.8770178260713132,1.2750468898524032,0.5276967803901067,0.8766037292857699,1.0,0.8903631528186241,1.242596019333364,0.5293968130350322,0.8814358246594239,0.6175755210631801,0.6488811578371187
202,aligned_strong,development,0,adam,calibrated_broadcast,0.01,False,False,1.0,0.8770178260713132,1.2750468898524032,0.5276967803901067,0.8766037292857699,1.0,0.8903631528186241,1.242596019333364,0.5293968130350322,0.8814358246594239,0.6175755210631801,0.6488811578371187
202,aligned_strong,development,0,adam,calibrated_broadcast,0.03,False,False,1.0,0.8770178260713132,1.2750468898524032,0.5276967803901067,0.8766037292857699,1.0,0.8903631528186241,1.242596019333364,0.5293968130350322,0.8814358246594239,0.6175755210631801,0.6488811578371187
202,aligned_strong,development,0,adam,ancestry_three_oracle,0.003,False,False,1.0,0.8770178260713132,1.2750468898524032,0.5276967803901067,0.8766037292857699,1.0,0.8903631528186241,1.242596019333364,0.5293968130350322,0.8814358246594239,0.6175755210631801,0.6488811578371187
