arm,regime,method,rank,budget_k,tree_id,n_tasks
joint_forward_feedback,fresh_iid,empirical_split_fullbatch,8,8,balanced_permutation_b,20
joint_forward_feedback,fresh_iid,gaussian_oracle_fullbatch,1,1,balanced_contiguous,80
joint_forward_feedback,fresh_iid,gaussian_oracle_fullbatch,2,2,balanced_contiguous,80
joint_forward_feedback,fresh_iid,gaussian_oracle_fullbatch,4,4,balanced_contiguous,68
joint_forward_feedback,fresh_iid,gaussian_oracle_fullbatch,4,4,balanced_interleaved,2
joint_forward_feedback,fresh_iid,gaussian_oracle_fullbatch,4,4,balanced_permutation_a,4
joint_forward_feedback,fresh_iid,gaussian_oracle_fullbatch,4,4,balanced_permutation_b,4
joint_forward_feedback,fresh_iid,gaussian_oracle_fullbatch,4,4,comb_contiguous,2
joint_forward_feedback,fresh_iid,gaussian_oracle_fullbatch,8,8,balanced_contiguous,80
joint_forward_feedback,fresh_iid,gaussian_oracle_sgd,1,1,balanced_contiguous,80
joint_forward_feedback,fresh_iid,gaussian_oracle_sgd,2,2,balanced_contiguous,80
joint_forward_feedback,fresh_iid,gaussian_oracle_sgd,4,4,balanced_contiguous,68
joint_forward_feedback,fresh_iid,gaussian_oracle_sgd,4,4,balanced_interleaved,2
joint_forward_feedback,fresh_iid,gaussian_oracle_sgd,4,4,balanced_permutation_a,4
joint_forward_feedback,fresh_iid,gaussian_oracle_sgd,4,4,balanced_permutation_b,4
joint_forward_feedback,fresh_iid,gaussian_oracle_sgd,4,4,comb_contiguous,2
joint_forward_feedback,fresh_iid,gaussian_oracle_sgd,8,8,balanced_contiguous,80
joint_forward_feedback,fresh_iid,gaussian_plugin_fullbatch,1,1,balanced_contiguous,80
joint_forward_feedback,fresh_iid,gaussian_plugin_fullbatch,2,2,balanced_contiguous,80
joint_forward_feedback,fresh_iid,gaussian_plugin_fullbatch,4,4,balanced_contiguous,70
joint_forward_feedback,fresh_iid,gaussian_plugin_fullbatch,4,4,balanced_interleaved,3
joint_forward_feedback,fresh_iid,gaussian_plugin_fullbatch,4,4,balanced_permutation_a,3
joint_forward_feedback,fresh_iid,gaussian_plugin_fullbatch,4,4,balanced_permutation_b,3
joint_forward_feedback,fresh_iid,gaussian_plugin_fullbatch,4,4,comb_contiguous,1
joint_forward_feedback,fresh_iid,gaussian_plugin_fullbatch,8,8,balanced_contiguous,80
joint_forward_feedback,fresh_iid,gaussian_plugin_sgd,1,1,balanced_contiguous,80
joint_forward_feedback,fresh_iid,gaussian_plugin_sgd,2,2,balanced_contiguous,79
joint_forward_feedback,fresh_iid,gaussian_plugin_sgd,2,2,balanced_permutation_b,1
joint_forward_feedback,fresh_iid,gaussian_plugin_sgd,4,4,balanced_contiguous,71
joint_forward_feedback,fresh_iid,gaussian_plugin_sgd,4,4,balanced_interleaved,3
joint_forward_feedback,fresh_iid,gaussian_plugin_sgd,4,4,balanced_permutation_a,2
joint_forward_feedback,fresh_iid,gaussian_plugin_sgd,4,4,balanced_permutation_b,3
joint_forward_feedback,fresh_iid,gaussian_plugin_sgd,4,4,comb_contiguous,1
joint_forward_feedback,fresh_iid,gaussian_plugin_sgd,8,8,balanced_contiguous,80
joint_forward_feedback,fresh_iid,maximum_budget,1,8,balanced_contiguous,80
joint_forward_feedback,fresh_iid,maximum_budget,2,8,balanced_contiguous,80
joint_forward_feedback,fresh_iid,maximum_budget,4,8,balanced_contiguous,80
joint_forward_feedback,fresh_iid,maximum_budget,8,8,balanced_contiguous,80
joint_forward_feedback,fresh_iid,observed_count_cheapest,1,1,balanced_contiguous,80
joint_forward_feedback,fresh_iid,observed_count_cheapest,2,2,balanced_contiguous,80
joint_forward_feedback,fresh_iid,observed_count_cheapest,4,4,balanced_contiguous,80
joint_forward_feedback,fresh_iid,observed_count_cheapest,8,8,balanced_contiguous,80
joint_forward_feedback,fresh_iid,observed_count_conditioning,1,1,balanced_contiguous,80
joint_forward_feedback,fresh_iid,observed_count_conditioning,2,2,balanced_contiguous,79
joint_forward_feedback,fresh_iid,observed_count_conditioning,2,2,balanced_permutation_b,1
joint_forward_feedback,fresh_iid,observed_count_conditioning,4,4,balanced_contiguous,71
joint_forward_feedback,fresh_iid,observed_count_conditioning,4,4,balanced_interleaved,3
joint_forward_feedback,fresh_iid,observed_count_conditioning,4,4,balanced_permutation_a,2
joint_forward_feedback,fresh_iid,observed_count_conditioning,4,4,balanced_permutation_b,3
joint_forward_feedback,fresh_iid,observed_count_conditioning,4,4,comb_contiguous,1
joint_forward_feedback,fresh_iid,observed_count_conditioning,8,8,balanced_contiguous,80
joint_forward_feedback,fresh_iid,original_scalar,1,1,comb_contiguous,2
joint_forward_feedback,fresh_iid,original_scalar,1,2,comb_contiguous,4
joint_forward_feedback,fresh_iid,original_scalar,1,4,balanced_interleaved,2
joint_forward_feedback,fresh_iid,original_scalar,1,4,balanced_permutation_b,6
joint_forward_feedback,fresh_iid,original_scalar,1,4,comb_contiguous,18
joint_forward_feedback,fresh_iid,original_scalar,1,8,balanced_interleaved,2
joint_forward_feedback,fresh_iid,original_scalar,1,8,balanced_permutation_a,2
joint_forward_feedback,fresh_iid,original_scalar,1,8,balanced_permutation_b,2
joint_forward_feedback,fresh_iid,original_scalar,1,8,comb_contiguous,42
joint_forward_feedback,fresh_iid,original_scalar,2,2,balanced_contiguous,9
joint_forward_feedback,fresh_iid,original_scalar,2,4,comb_contiguous,13
joint_forward_feedback,fresh_iid,original_scalar,2,8,balanced_interleaved,4
joint_forward_feedback,fresh_iid,original_scalar,2,8,balanced_permutation_a,1
joint_forward_feedback,fresh_iid,original_scalar,2,8,balanced_permutation_b,3
joint_forward_feedback,fresh_iid,original_scalar,2,8,comb_contiguous,50
joint_forward_feedback,fresh_iid,original_scalar,4,4,balanced_contiguous,32
joint_forward_feedback,fresh_iid,original_scalar,4,4,balanced_interleaved,1
joint_forward_feedback,fresh_iid,original_scalar,4,4,comb_contiguous,4
joint_forward_feedback,fresh_iid,original_scalar,4,8,comb_contiguous,43
joint_forward_feedback,fresh_iid,original_scalar,8,1,balanced_contiguous,6
joint_forward_feedback,fresh_iid,original_scalar,8,1,balanced_interleaved,4
joint_forward_feedback,fresh_iid,original_scalar,8,1,balanced_permutation_a,4
joint_forward_feedback,fresh_iid,original_scalar,8,1,balanced_permutation_b,1
joint_forward_feedback,fresh_iid,original_scalar,8,2,balanced_contiguous,3
joint_forward_feedback,fresh_iid,original_scalar,8,2,balanced_interleaved,4
joint_forward_feedback,fresh_iid,original_scalar,8,2,balanced_permutation_a,3
joint_forward_feedback,fresh_iid,original_scalar,8,2,balanced_permutation_b,8
joint_forward_feedback,fresh_iid,original_scalar,8,2,comb_contiguous,3
joint_forward_feedback,fresh_iid,original_scalar,8,4,balanced_interleaved,1
joint_forward_feedback,fresh_iid,original_scalar,8,4,balanced_permutation_a,5
joint_forward_feedback,fresh_iid,original_scalar,8,4,balanced_permutation_b,2
joint_forward_feedback,fresh_iid,original_scalar,8,4,comb_contiguous,35
joint_forward_feedback,fresh_iid,original_scalar,8,8,comb_contiguous,1
joint_forward_feedback,fresh_iid,pilot16,1,1,balanced_contiguous,20
joint_forward_feedback,fresh_iid,pilot16,1,1,balanced_interleaved,2
joint_forward_feedback,fresh_iid,pilot16,1,1,balanced_permutation_a,3
joint_forward_feedback,fresh_iid,pilot16,1,1,balanced_permutation_b,15
joint_forward_feedback,fresh_iid,pilot16,1,2,balanced_contiguous,6
joint_forward_feedback,fresh_iid,pilot16,1,2,balanced_interleaved,4
joint_forward_feedback,fresh_iid,pilot16,1,2,balanced_permutation_a,2
joint_forward_feedback,fresh_iid,pilot16,1,2,balanced_permutation_b,2
joint_forward_feedback,fresh_iid,pilot16,1,2,comb_contiguous,8
joint_forward_feedback,fresh_iid,pilot16,1,4,balanced_contiguous,3
joint_forward_feedback,fresh_iid,pilot16,1,4,balanced_interleaved,4
joint_forward_feedback,fresh_iid,pilot16,1,4,balanced_permutation_b,7
joint_forward_feedback,fresh_iid,pilot16,1,4,comb_contiguous,4
joint_forward_feedback,fresh_iid,pilot16,2,2,balanced_contiguous,39
joint_forward_feedback,fresh_iid,pilot16,2,4,balanced_contiguous,2
joint_forward_feedback,fresh_iid,pilot16,2,4,balanced_interleaved,5
joint_forward_feedback,fresh_iid,pilot16,2,4,balanced_permutation_a,2
joint_forward_feedback,fresh_iid,pilot16,2,4,comb_contiguous,12
joint_forward_feedback,fresh_iid,pilot16,2,8,balanced_interleaved,5
joint_forward_feedback,fresh_iid,pilot16,2,8,balanced_permutation_a,1
joint_forward_feedback,fresh_iid,pilot16,2,8,balanced_permutation_b,4
joint_forward_feedback,fresh_iid,pilot16,2,8,comb_contiguous,10
joint_forward_feedback,fresh_iid,pilot16,4,4,balanced_contiguous,5
joint_forward_feedback,fresh_iid,pilot16,4,4,comb_contiguous,2
joint_forward_feedback,fresh_iid,pilot16,4,8,balanced_interleaved,1
joint_forward_feedback,fresh_iid,pilot16,4,8,comb_contiguous,72
joint_forward_feedback,fresh_iid,pilot16,8,8,comb_contiguous,80
joint_forward_feedback,fresh_iid,rank_only,1,2,balanced_permutation_a,80
joint_forward_feedback,fresh_iid,rank_only,2,4,balanced_contiguous,80
joint_forward_feedback,fresh_iid,rank_only,4,4,balanced_contiguous,80
joint_forward_feedback,fresh_iid,rank_only,8,8,balanced_contiguous,80
