seed,task_group,task_group_name,compatible,phase,step,optimizer,learning_rate,student_group,student_group_name,credit_rule,rule_id,state,gradient_cosine,exact_gradient_norm,delivered_gradient_norm,gradient_relative_error,path_capture
15302,0,01_23,True,development,0,sgd,0.001,0,01_23,exact_path,0,common_exact_state,1.0,0.7292020230898224,0.7292020230898224,0.0,1.0
15302,0,01_23,True,development,0,sgd,0.001,0,01_23,calibrated_broadcast,1,common_exact_state,0.9999710328227776,0.7292020230898224,0.7257656171692378,0.008936975254111681,0.9915351246489371
15302,0,01_23,True,development,0,sgd,0.001,0,01_23,subtree_projection,2,common_exact_state,0.9999760154030721,0.7292020230898224,0.7248863165414337,0.009094652704006573,0.9931431035486933
15302,0,01_23,True,development,0,sgd,0.001,0,01_23,broadcast_projection,3,common_exact_state,0.9999761403729794,0.7292020230898224,0.7256994489167875,0.008400101789424373,0.9923957945172226
15302,0,01_23,False,development,0,sgd,0.001,1,02_13,exact_path,0,common_exact_state,1.0,0.8719471279988417,0.8719471279988417,0.0,1.0
15302,0,01_23,False,development,0,sgd,0.001,1,02_13,calibrated_broadcast,1,common_exact_state,0.999860064407097,0.8719471279988417,0.8658426947080903,0.018081059974697188,0.9915351246489371
15302,0,01_23,False,development,0,sgd,0.001,1,02_13,subtree_projection,2,common_exact_state,0.9999040979133873,0.8719471279988417,0.8659002839228648,0.01544559880337586,0.9931431035486933
15302,0,01_23,False,development,0,sgd,0.001,1,02_13,broadcast_projection,3,common_exact_state,0.9998742348158238,0.8719471279988417,0.8666531713941159,0.01693709993201261,0.9923957945172226
15302,0,01_23,False,development,0,sgd,0.001,2,03_12,exact_path,0,common_exact_state,1.0,0.765680131028016,0.765680131028016,0.0,1.0
15302,0,01_23,False,development,0,sgd,0.001,2,03_12,calibrated_broadcast,1,common_exact_state,0.9999680496107133,0.765680131028016,0.7617062034507991,0.009513457634654237,0.9915351246489371
15302,0,01_23,False,development,0,sgd,0.001,2,03_12,subtree_projection,2,common_exact_state,0.9999695418036897,0.765680131028016,0.761377948202661,0.009599204495695752,0.9931431035486933
15302,0,01_23,False,development,0,sgd,0.001,2,03_12,broadcast_projection,3,common_exact_state,0.9999744913871285,0.765680131028016,0.7619574704564046,0.00862596435366479,0.9923957945172226
15302,0,01_23,True,development,0,sgd,0.003,0,01_23,exact_path,0,common_exact_state,1.0,0.7292020230898224,0.7292020230898224,0.0,1.0
