seed,task,phase,optimizer,rule,rate,selected_rate,common_rate,best_step,validation_nmse,test_nmse,path_ancestry_three_oracle_capture,path_rank_one_capture,path_effective_rank,path_unit_oracle_capture,path_calibrated_oracle_capture,credit_ancestry_three_oracle_capture,credit_rank_one_capture,credit_effective_rank,credit_unit_oracle_capture,credit_calibrated_oracle_capture,eligibility_calibrated_oracle_capture,loss_eligibility_calibrated_oracle_capture
201,aligned_strong,development,adam,exact,0.003,False,False,16384,2.970891906313177e-07,2.6663244693412724e-07,0.984642273985832,0.9216476999674597,1.1688065643932786,0.5875926597094295,0.8821833006140529,0.9846497980199489,0.9374939814807302,1.1327568771130336,0.6061366361006678,0.9160545419230001,0.806075478937152,0.8867811763886101
201,aligned_strong,development,adam,exact,0.01,False,False,12288,1.9437923023611325e-07,1.766559607637064e-07,0.9888892546560194,0.9164816478409867,1.180757535480089,0.5838574983237135,0.8873391814631099,0.9889029397110699,0.9182974197940765,1.176546077074938,0.5889883349017236,0.8970776166270796,0.8058242852627204,0.8273415321684496
201,aligned_strong,development,adam,exact,0.03,False,False,8192,3.2861222578157366e-07,3.1410832231868455e-07,0.9908640310786562,0.9137149046242312,1.1871972018133823,0.5809568046068738,0.8888873592914567,0.9908816842720422,0.9155491428405289,1.1829249325144264,0.5856770835429292,0.8979188465681395,0.806649853158372,0.8017736966041816
201,aligned_strong,development,adam,exact,0.1,False,False,12288,3.0368833416246593e-07,2.9331400131132223e-07,0.9674534318280682,0.9499166130686788,1.1051556514917158,0.6079604155543911,0.8615005846621588,0.9673944868015922,0.9562283217453244,1.0913592510522907,0.6275880820905106,0.8905737363059393,0.8390227566319557,0.923051985925685
201,aligned_strong,development,adam,exact,0.3,False,False,16384,3.7573607612573583e-06,3.8074354909729626e-06,0.8321445990152113,0.9935218752051221,1.0130401746549942,0.4969059625022655,0.576630081748006,0.8331641941197605,0.9943330488592681,1.0113981267795835,0.5100123913161112,0.588342842777492,0.5021113520691063,0.6144042266153376
201,aligned_strong,development,adam,exact,1.0,False,False,256,3.234364485110644e-05,3.082077489923661e-05,0.9318204918636502,0.9918627706410615,1.0164068698959814,0.6417549817598884,0.7967887563853094,0.9317949354702421,0.9918569954422735,1.0164186082858675,0.6415713238803481,0.7966608550504503,0.8124958456726915,0.7798911832148288
201,aligned_strong,development,adam,unit_broadcast,0.003,False,False,16384,0.0001728891632897355,0.0001760499173918908,0.9929801387891563,0.9284054715197186,1.1533194026366231,0.5955508900945846,0.9006868564703072,0.9929873218369258,0.9289220580430183,1.1521424049833204,0.5978765206756202,0.904399957004314,0.8328179841123813,0.8358167439739801
201,aligned_strong,development,adam,unit_broadcast,0.01,False,False,8192,0.00019095128507237466,0.00019574481749986896,0.9956055114868215,0.9234696302589791,1.1646147341941122,0.5913167389354793,0.9044841527295222,0.9956144935519182,0.926202701292845,1.1583492563899649,0.5964039018086666,0.9129494666682332,0.8329435974176147,0.871763053416895
201,aligned_strong,development,adam,unit_broadcast,0.03,False,False,16384,0.00018679755361705212,0.0001953233117986311,0.9931683691616278,0.9072892465048163,1.2022567889628595,0.5676600663011956,0.8848205236847053,0.9931772347779636,0.9087571392138472,1.1988038847208327,0.571816729719284,0.8926094164385069,0.803214559309686,0.8351707042713697
201,aligned_strong,development,adam,unit_broadcast,0.1,False,False,4096,0.00015807072888485526,0.0001633794009461657,0.996727778961364,0.9125928876242683,1.1898164346621978,0.5749292391206149,0.8992143581589487,0.9967173258638392,0.9126478303460888,1.1896880734276467,0.5728202614212956,0.8948567435874876,0.8344780222541537,0.7806239761032313
