task_id,split,seed,rank,noise_sd,angle_pi,arm,candidate_id,tree_id,shape,budget_k,resource_cost,channel_cost,cable_cost,parameter_count,decoder_coefficients,encoder_coefficients,utility_actual_step,utility_optimized_step,gradient_alignment,update_mean_square,minibatch_covariance_trace,single_trial_second_moment,actual_update_second_moment,global_calibration_curvature,initial_calibration_loss,reference_credit_effective_rank,reference_capture,transported_credit_effective_rank
s7208_r1_n000_a125,confirmatory,7208,1,0.0,0.125,feedback_only,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,0.23659899206293003,0.29767156911219483,0.9305139082969693,0.9305139082969687,0.269178242368483,9.544217664088423,1.1996921506654517,1.2122957090092656,0.519999218060496,1,0.8535533905932735,1.0000000000000002
s7208_r1_n000_a125,confirmatory,7208,1,0.0,0.125,feedback_only,balanced_contiguous_k2,balanced_contiguous,balanced,2,0.2987418407321983,0.25,0.487418407321983,64,64,16,0.24176798811708008,0.3041748223710436,0.9508429159498826,0.9508429159498827,0.2750589997653516,9.752730908441134,1.2259019157152342,1.2122957090092656,0.519999218060496,1,0.8722010360017102,1.0000000000000002
s7208_r1_n000_a125,confirmatory,7208,1,0.0,0.125,feedback_only,balanced_contiguous_k4,balanced_contiguous,balanced,4,0.5487418407321983,0.5,0.487418407321983,64,64,32,0.24269136242137504,0.30533654447155145,0.9544744302907464,0.954474430290746,0.2761095210296696,9.789979103240174,1.2305839513204155,1.2122957090092656,0.519999218060496,1,0.8755321967194531,1.0000000000000002
s7208_r1_n000_a125,confirmatory,7208,1,0.0,0.125,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.2771929614133204,0.3487439361060873,1.090164855007141,1.090164855007141,0.3153619273674106,11.18174653076428,1.4055267823745516,1.2122957090092656,0.519999218060496,1,0.9999999999999999,1.0000000000000002
s7208_r1_n000_a125,confirmatory,7208,1,0.0,0.125,feedback_only,balanced_interleaved_k1,balanced_interleaved,balanced,1,0.19088469787505546,0.125,0.6588469787505544,64,64,8,0.23659899206293003,0.29767156911219483,0.9305139082969693,0.9305139082969687,0.269178242368483,9.544217664088423,1.1996921506654517,1.2122957090092656,0.519999218060496,1,0.8535533905932735,1.0000000000000002
s7208_r1_n000_a125,confirmatory,7208,1,0.0,0.125,feedback_only,balanced_interleaved_k2,balanced_interleaved,balanced,2,0.31588469787505546,0.25,0.6588469787505544,64,64,16,0.2539318662050211,0.3194785252539527,0.998681909856701,0.9986819098567011,0.2888978217127654,10.243412204665194,1.2875797315694666,1.2122957090092656,0.519999218060496,1,0.9160833843337931,1.0000000000000002
s7208_r1_n000_a125,confirmatory,7208,1,0.0,0.125,feedback_only,balanced_interleaved_k4,balanced_interleaved,balanced,4,0.5658846978750555,0.5,0.6588469787505544,64,64,32,0.2554651861483754,0.3214076364032002,1.0047122632437548,1.0047122632437542,0.2906422770197892,10.305265127877007,1.2953545402635434,1.2122957090092656,0.519999218060496,1,0.9216149820177184,1.0000000000000002
s7208_r1_n000_a125,confirmatory,7208,1,0.0,0.125,feedback_only,balanced_interleaved_k8,balanced_interleaved,balanced,8,1.0658846978750554,1.0,0.6588469787505544,64,64,64,0.2771929614133204,0.3487439361060873,1.090164855007141,1.090164855007141,0.3153619273674106,11.18174653076428,1.4055267823745516,1.2122957090092656,0.519999218060496,1,0.9999999999999999,1.0000000000000002
s7208_r1_n000_a125,confirmatory,7208,1,0.0,0.125,feedback_only,balanced_permutation_a_k1,balanced_permutation_a,balanced,1,0.18899250811836066,0.125,0.6399250811836067,64,64,8,0.23659899206293003,0.29767156911219483,0.9305139082969693,0.9305139082969687,0.269178242368483,9.544217664088423,1.1996921506654517,1.2122957090092656,0.519999218060496,1,0.8535533905932735,1.0000000000000002
s7208_r1_n000_a125,confirmatory,7208,1,0.0,0.125,feedback_only,balanced_permutation_a_k2,balanced_permutation_a,balanced,2,0.31399250811836066,0.25,0.6399250811836067,64,64,16,0.23667074858787757,0.297761847930329,0.9307961176330812,0.930796117633081,0.2692598796362307,9.547112265992464,1.2000559972693117,1.2122957090092656,0.519999218060496,1,0.853812259089002,1.0000000000000002
s7208_r1_n000_a125,confirmatory,7208,1,0.0,0.125,feedback_only,balanced_permutation_a_k4,balanced_permutation_a,balanced,4,0.5639925081183607,0.5,0.6399250811836067,64,64,32,0.2405782359392612,0.3026779630880092,0.9461637711266759,0.946163771126675,0.27370542087946115,9.704737239269432,1.2198691920061362,1.2122957090092656,0.519999218060496,1,0.8679088917432387,1.0000000000000002
s7208_r1_n000_a125,confirmatory,7208,1,0.0,0.125,feedback_only,balanced_permutation_a_k8,balanced_permutation_a,balanced,8,1.0639925081183608,1.0,0.6399250811836067,64,64,64,0.2771929614133204,0.3487439361060873,1.090164855007141,1.090164855007141,0.3153619273674106,11.18174653076428,1.4055267823745516,1.2122957090092656,0.519999218060496,1,0.9999999999999999,1.0000000000000002
s7208_r1_n000_a125,confirmatory,7208,1,0.0,0.125,feedback_only,balanced_permutation_b_k1,balanced_permutation_b,balanced,1,0.18840039778945986,0.125,0.6340039778945984,64,64,8,0.23659899206293003,0.29767156911219483,0.9305139082969693,0.9305139082969687,0.269178242368483,9.544217664088423,1.1996921506654517,1.2122957090092656,0.519999218060496,1,0.8535533905932735,1.0000000000000002
s7208_r1_n000_a125,confirmatory,7208,1,0.0,0.125,feedback_only,balanced_permutation_b_k2,balanced_permutation_b,balanced,2,0.31340039778945983,0.25,0.6340039778945984,64,64,16,0.2436820195402281,0.3065829168945696,0.9583705594306413,0.9583705594306406,0.2772365898295731,9.82994143397698,1.2356071492602139,1.2122957090092656,0.519999218060496,1,0.8791060865967506,1.0000000000000002
s7208_r1_n000_a125,confirmatory,7208,1,0.0,0.125,feedback_only,balanced_permutation_b_k4,balanced_permutation_b,balanced,4,0.5634003977894598,0.5,0.6340039778945984,64,64,32,0.2528172912965205,0.3180762485197466,0.9942984277245248,0.9942984277245244,0.28762977186926303,10.198451127540942,1.2819281995937875,1.2122957090092656,0.519999218060496,1,0.9120624492320585,1.0000000000000002
s7208_r1_n000_a125,confirmatory,7208,1,0.0,0.125,feedback_only,balanced_permutation_b_k8,balanced_permutation_b,balanced,8,1.06340039778946,1.0,0.6340039778945984,64,64,64,0.2771929614133204,0.3487439361060873,1.090164855007141,1.090164855007141,0.3153619273674106,11.18174653076428,1.4055267823745516,1.2122957090092656,0.519999218060496,1,0.9999999999999999,1.0000000000000002
s7208_r1_n000_a125,confirmatory,7208,1,0.0,0.125,feedback_only,comb_contiguous_k1,comb_contiguous,comb,1,0.225,0.125,1.0,64,64,8,0.23659899206293003,0.29767156911219483,0.9305139082969693,0.9305139082969687,0.269178242368483,9.544217664088423,1.1996921506654517,1.2122957090092656,0.519999218060496,1,0.8535533905932735,1.0000000000000002
s7208_r1_n000_a125,confirmatory,7208,1,0.0,0.125,feedback_only,comb_contiguous_k2,comb_contiguous,comb,2,0.35,0.25,1.0,64,64,16,0.23680640608749753,0.2979325222870607,0.9313296414197234,0.931329641419723,0.2694142169264845,9.552584583067226,1.2007438583462076,1.2122957090092656,0.519999218060496,1,0.8543016564349097,1.0000000000000002
s7208_r1_n000_a125,confirmatory,7208,1,0.0,0.125,feedback_only,comb_contiguous_k4,comb_contiguous,comb,4,0.6,0.5,1.0,64,64,32,0.25678210272069607,0.32306448463849724,1.0098915295454696,1.0098915295454691,0.2921405306057087,10.358388508928147,1.302032060151178,1.2122957090092656,0.519999218060496,1,0.9263658839367509,1.0000000000000002
s7208_r1_n000_a125,confirmatory,7208,1,0.0,0.125,feedback_only,comb_contiguous_k8,comb_contiguous,comb,8,1.1,1.0,1.0,64,64,64,0.2771929614133204,0.3487439361060873,1.090164855007141,1.090164855007141,0.3153619273674106,11.18174653076428,1.4055267823745516,1.2122957090092656,0.519999218060496,1,0.9999999999999999,1.0000000000000002
