seed,task,budget,rule,rate,optimizer,primary_rate,best_step,validation_nmse,test_nmse,fixed_endpoint_test_nmse,parameters_sha256,n_changed_parameters,g_i0_changed,g_i1_changed
2026090801,aligned_strong,4096,exact,0.01,adam,False,4096,3.270320047711538e-05,3.416638958447962e-05,3.416638958447962e-05,b3d0156f2bb724f65c3a190df1e19d4fdd4deeee7bb45731bf9e8117a6a81943,24,True,True
2026090801,aligned_strong,4096,unit_broadcast,0.01,adam,False,4096,0.0011876358395103953,0.0011149182336859871,0.0011149182336859871,e6f89c4e7d5dc49bce5c08a363073e11cfb3c401b842afe00ea3126b61affcc2,24,True,True
2026090801,aligned_strong,4096,calibrated_broadcast,0.01,adam,False,4096,0.0011876422662299327,0.0011149214317631025,0.0011149214317631025,25fc06fd1afac17dbaf6cc98e2e868c4d6e5596b1595715925f55d9eb456181c,24,True,True
2026090801,aligned_strong,4096,ancestry_three_oracle,0.01,adam,False,4096,2.9961280286759914e-05,2.9808037783182893e-05,2.9808037783182893e-05,b5274986c9eac63a9ca10ccdb3754afba1a224112048e4e49c7199fdf9dc1c1b,24,True,True
2026090801,aligned_strong,4096,hard_distal_unit_proximal,0.01,adam,False,4096,3.7393925364068655e-05,3.66755959273859e-05,3.66755959273859e-05,9510a4129f303ceeeb988ec5f6ef06cc0af3c5f3ad429fc469f88f6763c08c45,24,True,True
2026090801,aligned_strong,4096,swapped_distal_unit_proximal,0.01,adam,False,4096,0.007103121037950207,0.0071029857905131515,0.0071029857905131515,6fa45b35ef1e9bbbeff6873efab3f5eb203a64b5012bbed2df9f6e96f815a8c1,24,True,True
2026090801,aligned_strong,4096,hard_distal_and_proximal,0.01,adam,False,4096,3.965164801112638e-05,3.9644541608902646e-05,3.9644541608902646e-05,4aeab119d366d6afb5fa801cc6d5a78cca7a204ee395a20d4502ca37c12d2014,22,False,False
2026090801,aligned_strong,4096,ancestry_two_leaf_oracle_unit_proximal,0.01,adam,False,4096,3.0406318091464308e-05,3.0165329950847375e-05,3.0165329950847375e-05,2cc385a029d947654f658fa206bd622a87271519759f78afb0a1658793625989,24,True,True
2026090801,aligned_strong,4096,shunt_proportional_unit_proximal,0.01,adam,False,4096,3.733530068756769e-05,3.660752027322396e-05,3.660752027322396e-05,fb8a1a67aa8761d41dd2d759fcb4360d2d6bc13ce05d549e898a9dc2ba69ca53,24,True,True
2026090801,aligned_strong,4096,exact,0.03,adam,True,4096,7.366025629264882e-06,7.4764046235975695e-06,7.4764046235975695e-06,af203cab42ed60fb539392f0f0805ff1d53259aaa94e6e786719fc2aedc29a86,24,True,True
