cohort,seed,family,step,structure,optimizer,rate,rule,dictionary,channels,is_projection,population_nmse,sites,field_energy_fidelity,mean_per_example_fidelity,error_weighted_energy_fidelity,nonzero_field_examples,eligibility_weighted_update_fidelity,population_gradient_cosine_nonroot,population_gradient_cosine_full,population_gradient_relative_error_nonroot,population_gradient_norm_nonroot
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,subtree_projection,ancestry_K2,2,True,1.388945270707679,6,0.1709913610992494,0.2091751991903704,0.1412635671422872,256,0.0509236279148092,0.0135143372186144,0.6069730158235207,1.0504506280200638,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,subtree_projection,ancestry_K3,3,True,1.388945270707679,6,0.4323371752431588,0.4452955418450254,0.4084032391777279,256,0.3476869342305464,0.3999635464544099,0.7110267442937256,0.9262974619588188,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,subtree_projection,ancestry_K4,4,True,1.388945270707679,6,0.9484921697039318,0.941437701183864,0.9530517611458588,256,0.960696622680436,0.9770453578985232,0.9867585364402826,0.2130316955133575,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,subtree_projection,ancestry_K5,5,True,1.388945270707679,6,0.9490642959587292,0.9420681167685095,0.9536230599946846,256,0.9606643555011236,0.9773250214703576,0.9869190823708212,0.2117447102635629,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,subtree_projection,ancestry_K6,6,True,1.388945270707679,6,1.0,1.0,1.0,256,1.0,1.0,0.9999999999999998,4.397564370095972e-15,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,shuffled_projection,unit_broadcast_fixed,1,False,1.388945270707679,6,-7.48458657940961,-8.70877732421607,-6.471470181781143,256,-6.344404960280933,-0.0663505469498036,0.1603972613303949,2.763351703797191,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,shuffled_projection,initial_mean_fixed,1,False,1.388945270707679,6,0.6178790517700843,0.6370600174357739,0.5983224626434935,256,0.6146009211852519,0.8514575923346346,0.9165707339068954,0.5259057038913191,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,shuffled_projection,initial_mean_projection,1,True,1.388945270707679,6,0.6324850334570484,0.6517808878710134,0.6134254215217227,256,0.6252595039343467,0.8476646989171935,0.9137214829691204,0.5374760610180103,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,shuffled_projection,best_fixed_rank1_q,1,True,1.388945270707679,6,0.6357840010467848,0.6412961004248678,0.6244436213511642,256,0.6359257738954542,0.8499699811338851,0.9145536689501844,0.5366848642033236,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,shuffled_projection,best_fixed_rank1_error,1,True,1.388945270707679,6,0.6296116115492596,0.6211081228561689,0.6306745012519569,256,0.6445221129622976,0.8529897818252754,0.9159069514081708,0.5338868056135042,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,shuffled_projection,uniform_projection,1,True,1.388945270707679,6,0.0618114531393603,0.0708759797159215,0.0537628439181449,256,0.0139743404704578,-0.1058045861983212,0.6162597959682312,1.0362375269498298,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,shuffled_projection,ancestry_K2,2,True,1.388945270707679,6,0.1709913610992494,0.2091751991903704,0.1412635671422872,256,0.0509236279148092,0.0135143372186144,0.6069730158235207,1.0504506280200638,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,shuffled_projection,ancestry_K3,3,True,1.388945270707679,6,0.4323371752431588,0.4452955418450254,0.4084032391777279,256,0.3476869342305464,0.3999635464544099,0.7110267442937256,0.9262974619588188,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,shuffled_projection,ancestry_K4,4,True,1.388945270707679,6,0.9484921697039318,0.941437701183864,0.9530517611458588,256,0.960696622680436,0.9770453578985232,0.9867585364402826,0.2130316955133575,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,shuffled_projection,ancestry_K5,5,True,1.388945270707679,6,0.9490642959587292,0.9420681167685095,0.9536230599946846,256,0.9606643555011236,0.9773250214703576,0.9869190823708212,0.2117447102635629,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,shuffled_projection,ancestry_K6,6,True,1.388945270707679,6,1.0,1.0,1.0,256,1.0,1.0,0.9999999999999998,4.397564370095972e-15,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.003,broadcast,unit_broadcast_fixed,1,False,1.388945270707679,6,-7.48458657940961,-8.70877732421607,-6.471470181781143,256,-6.344404960280933,-0.0663505469498036,0.1603972613303949,2.763351703797191,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.003,broadcast,initial_mean_fixed,1,False,1.388945270707679,6,0.6178790517700843,0.6370600174357739,0.5983224626434935,256,0.6146009211852519,0.8514575923346346,0.9165707339068954,0.5259057038913191,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.003,broadcast,initial_mean_projection,1,True,1.388945270707679,6,0.6324850334570484,0.6517808878710134,0.6134254215217227,256,0.6252595039343467,0.8476646989171935,0.9137214829691204,0.5374760610180103,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.003,broadcast,best_fixed_rank1_q,1,True,1.388945270707679,6,0.6357840010467848,0.6412961004248678,0.6244436213511642,256,0.6359257738954542,0.8499699811338851,0.9145536689501844,0.5366848642033236,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.003,broadcast,best_fixed_rank1_error,1,True,1.388945270707679,6,0.6296116115492596,0.6211081228561689,0.6306745012519569,256,0.6445221129622976,0.8529897818252754,0.9159069514081708,0.5338868056135042,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.003,broadcast,uniform_projection,1,True,1.388945270707679,6,0.0618114531393603,0.0708759797159215,0.0537628439181449,256,0.0139743404704578,-0.1058045861983212,0.6162597959682312,1.0362375269498298,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.003,broadcast,ancestry_K2,2,True,1.388945270707679,6,0.1709913610992494,0.2091751991903704,0.1412635671422872,256,0.0509236279148092,0.0135143372186144,0.6069730158235207,1.0504506280200638,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.003,broadcast,ancestry_K3,3,True,1.388945270707679,6,0.4323371752431588,0.4452955418450254,0.4084032391777279,256,0.3476869342305464,0.3999635464544099,0.7110267442937256,0.9262974619588188,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.003,broadcast,ancestry_K4,4,True,1.388945270707679,6,0.9484921697039318,0.941437701183864,0.9530517611458588,256,0.960696622680436,0.9770453578985232,0.9867585364402826,0.2130316955133575,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.003,broadcast,ancestry_K5,5,True,1.388945270707679,6,0.9490642959587292,0.9420681167685095,0.9536230599946846,256,0.9606643555011236,0.9773250214703576,0.9869190823708212,0.2117447102635629,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.003,broadcast,ancestry_K6,6,True,1.388945270707679,6,1.0,1.0,1.0,256,1.0,1.0,0.9999999999999998,4.397564370095972e-15,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,exact,unit_broadcast_fixed,1,False,1.388945270707679,6,-7.48458657940961,-8.70877732421607,-6.471470181781143,256,-6.344404960280933,-0.0663505469498036,0.1603972613303949,2.763351703797191,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,exact,initial_mean_fixed,1,False,1.388945270707679,6,0.6178790517700843,0.6370600174357739,0.5983224626434935,256,0.6146009211852519,0.8514575923346346,0.9165707339068954,0.5259057038913191,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,exact,initial_mean_projection,1,True,1.388945270707679,6,0.6324850334570484,0.6517808878710134,0.6134254215217227,256,0.6252595039343467,0.8476646989171935,0.9137214829691204,0.5374760610180103,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,exact,best_fixed_rank1_q,1,True,1.388945270707679,6,0.6357840010467848,0.6412961004248678,0.6244436213511642,256,0.6359257738954542,0.8499699811338851,0.9145536689501844,0.5366848642033236,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,exact,best_fixed_rank1_error,1,True,1.388945270707679,6,0.6296116115492596,0.6211081228561689,0.6306745012519569,256,0.6445221129622976,0.8529897818252754,0.9159069514081708,0.5338868056135042,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,exact,uniform_projection,1,True,1.388945270707679,6,0.0618114531393603,0.0708759797159215,0.0537628439181449,256,0.0139743404704578,-0.1058045861983212,0.6162597959682312,1.0362375269498298,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,exact,ancestry_K2,2,True,1.388945270707679,6,0.1709913610992494,0.2091751991903704,0.1412635671422872,256,0.0509236279148092,0.0135143372186144,0.6069730158235207,1.0504506280200638,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,exact,ancestry_K3,3,True,1.388945270707679,6,0.4323371752431588,0.4452955418450254,0.4084032391777279,256,0.3476869342305464,0.3999635464544099,0.7110267442937256,0.9262974619588188,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,exact,ancestry_K4,4,True,1.388945270707679,6,0.9484921697039318,0.941437701183864,0.9530517611458588,256,0.960696622680436,0.9770453578985232,0.9867585364402826,0.2130316955133575,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,exact,ancestry_K5,5,True,1.388945270707679,6,0.9490642959587292,0.9420681167685095,0.9536230599946846,256,0.9606643555011236,0.9773250214703576,0.9869190823708212,0.2117447102635629,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,exact,ancestry_K6,6,True,1.388945270707679,6,1.0,1.0,1.0,256,1.0,1.0,0.9999999999999998,4.397564370095972e-15,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,global_projection,unit_broadcast_fixed,1,False,1.388945270707679,6,-7.48458657940961,-8.70877732421607,-6.471470181781143,256,-6.344404960280933,-0.0663505469498036,0.1603972613303949,2.763351703797191,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,global_projection,initial_mean_fixed,1,False,1.388945270707679,6,0.6178790517700843,0.6370600174357739,0.5983224626434935,256,0.6146009211852519,0.8514575923346346,0.9165707339068954,0.5259057038913191,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,global_projection,initial_mean_projection,1,True,1.388945270707679,6,0.6324850334570484,0.6517808878710134,0.6134254215217227,256,0.6252595039343467,0.8476646989171935,0.9137214829691204,0.5374760610180103,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,global_projection,best_fixed_rank1_q,1,True,1.388945270707679,6,0.6357840010467848,0.6412961004248678,0.6244436213511642,256,0.6359257738954542,0.8499699811338851,0.9145536689501844,0.5366848642033236,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,global_projection,best_fixed_rank1_error,1,True,1.388945270707679,6,0.6296116115492596,0.6211081228561689,0.6306745012519569,256,0.6445221129622976,0.8529897818252754,0.9159069514081708,0.5338868056135042,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,global_projection,uniform_projection,1,True,1.388945270707679,6,0.0618114531393603,0.0708759797159215,0.0537628439181449,256,0.0139743404704578,-0.1058045861983212,0.6162597959682312,1.0362375269498298,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,global_projection,ancestry_K2,2,True,1.388945270707679,6,0.1709913610992494,0.2091751991903704,0.1412635671422872,256,0.0509236279148092,0.0135143372186144,0.6069730158235207,1.0504506280200638,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,global_projection,ancestry_K3,3,True,1.388945270707679,6,0.4323371752431588,0.4452955418450254,0.4084032391777279,256,0.3476869342305464,0.3999635464544099,0.7110267442937256,0.9262974619588188,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,global_projection,ancestry_K4,4,True,1.388945270707679,6,0.9484921697039318,0.941437701183864,0.9530517611458588,256,0.960696622680436,0.9770453578985232,0.9867585364402826,0.2130316955133575,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,global_projection,ancestry_K5,5,True,1.388945270707679,6,0.9490642959587292,0.9420681167685095,0.9536230599946846,256,0.9606643555011236,0.9773250214703576,0.9869190823708212,0.2117447102635629,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,global_projection,ancestry_K6,6,True,1.388945270707679,6,1.0,1.0,1.0,256,1.0,1.0,0.9999999999999998,4.397564370095972e-15,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,shuffled_projection,unit_broadcast_fixed,1,False,1.388945270707679,6,-7.48458657940961,-8.70877732421607,-6.471470181781143,256,-6.344404960280933,-0.0663505469498036,0.1603972613303949,2.763351703797191,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,shuffled_projection,initial_mean_fixed,1,False,1.388945270707679,6,0.6178790517700843,0.6370600174357739,0.5983224626434935,256,0.6146009211852519,0.8514575923346346,0.9165707339068954,0.5259057038913191,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,shuffled_projection,initial_mean_projection,1,True,1.388945270707679,6,0.6324850334570484,0.6517808878710134,0.6134254215217227,256,0.6252595039343467,0.8476646989171935,0.9137214829691204,0.5374760610180103,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,shuffled_projection,best_fixed_rank1_q,1,True,1.388945270707679,6,0.6357840010467848,0.6412961004248678,0.6244436213511642,256,0.6359257738954542,0.8499699811338851,0.9145536689501844,0.5366848642033236,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,shuffled_projection,best_fixed_rank1_error,1,True,1.388945270707679,6,0.6296116115492596,0.6211081228561689,0.6306745012519569,256,0.6445221129622976,0.8529897818252754,0.9159069514081708,0.5338868056135042,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,shuffled_projection,uniform_projection,1,True,1.388945270707679,6,0.0618114531393603,0.0708759797159215,0.0537628439181449,256,0.0139743404704578,-0.1058045861983212,0.6162597959682312,1.0362375269498298,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,shuffled_projection,ancestry_K2,2,True,1.388945270707679,6,0.1709913610992494,0.2091751991903704,0.1412635671422872,256,0.0509236279148092,0.0135143372186144,0.6069730158235207,1.0504506280200638,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,shuffled_projection,ancestry_K3,3,True,1.388945270707679,6,0.4323371752431588,0.4452955418450254,0.4084032391777279,256,0.3476869342305464,0.3999635464544099,0.7110267442937256,0.9262974619588188,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,shuffled_projection,ancestry_K4,4,True,1.388945270707679,6,0.9484921697039318,0.941437701183864,0.9530517611458588,256,0.960696622680436,0.9770453578985232,0.9867585364402826,0.2130316955133575,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,shuffled_projection,ancestry_K5,5,True,1.388945270707679,6,0.9490642959587292,0.9420681167685095,0.9536230599946846,256,0.9606643555011236,0.9773250214703576,0.9869190823708212,0.2117447102635629,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.01,shuffled_projection,ancestry_K6,6,True,1.388945270707679,6,1.0,1.0,1.0,256,1.0,1.0,0.9999999999999998,4.397564370095972e-15,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.03,subtree_projection,unit_broadcast_fixed,1,False,1.388945270707679,6,-7.48458657940961,-8.70877732421607,-6.471470181781143,256,-6.344404960280933,-0.0663505469498036,0.1603972613303949,2.763351703797191,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.03,subtree_projection,initial_mean_fixed,1,False,1.388945270707679,6,0.6178790517700843,0.6370600174357739,0.5983224626434935,256,0.6146009211852519,0.8514575923346346,0.9165707339068954,0.5259057038913191,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.03,subtree_projection,initial_mean_projection,1,True,1.388945270707679,6,0.6324850334570484,0.6517808878710134,0.6134254215217227,256,0.6252595039343467,0.8476646989171935,0.9137214829691204,0.5374760610180103,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,adam,0.03,subtree_projection,best_fixed_rank1_q,1,True,1.388945270707679,6,0.6357840010467848,0.6412961004248678,0.6244436213511642,256,0.6359257738954542,0.8499699811338851,0.9145536689501844,0.5366848642033236,0.5661925492368749
