cohort,seed,family,step,structure,optimizer,rate,rule,dictionary,channels,is_projection,population_nmse,sites,field_energy_fidelity,mean_per_example_fidelity,error_weighted_energy_fidelity,nonzero_field_examples,eligibility_weighted_update_fidelity,population_gradient_cosine_nonroot,population_gradient_cosine_full,population_gradient_relative_error_nonroot,population_gradient_norm_nonroot
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,exact,unit_broadcast_fixed,1,False,1.388945270707679,6,-7.48458657940961,-8.70877732421607,-6.471470181781143,256,-6.344404960280933,-0.06635054694980366,0.16039726133039497,2.763351703797191,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,exact,initial_mean_fixed,1,False,1.388945270707679,6,0.6178790517700843,0.6370600174357739,0.5983224626434935,256,0.6146009211852519,0.8514575923346346,0.9165707339068954,0.5259057038913191,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,exact,initial_mean_projection,1,True,1.388945270707679,6,0.6324850334570484,0.6517808878710134,0.6134254215217227,256,0.6252595039343467,0.8476646989171935,0.9137214829691203,0.5374760610180103,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,exact,best_fixed_rank1_q,1,True,1.388945270707679,6,0.6357840010467848,0.6412961004248678,0.6244436213511642,256,0.6359257738954542,0.8499699811338851,0.9145536689501844,0.5366848642033236,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,exact,best_fixed_rank1_error,1,True,1.388945270707679,6,0.6296116115492596,0.6211081228561689,0.6306745012519569,256,0.6445221129622976,0.8529897818252754,0.9159069514081708,0.5338868056135042,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,exact,uniform_projection,1,True,1.388945270707679,6,0.06181145313936032,0.07087597971592152,0.0537628439181449,256,0.013974340470457869,-0.10580458619832124,0.6162597959682312,1.0362375269498298,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,exact,ancestry_K2,2,True,1.388945270707679,6,0.1709913610992494,0.20917519919037042,0.14126356714228727,256,0.0509236279148092,0.013514337218614458,0.6069730158235207,1.0504506280200638,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,exact,ancestry_K3,3,True,1.388945270707679,6,0.43233717524315884,0.44529554184502546,0.4084032391777279,256,0.3476869342305464,0.3999635464544099,0.7110267442937256,0.9262974619588187,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,exact,ancestry_K4,4,True,1.388945270707679,6,0.9484921697039318,0.9414377011838639,0.9530517611458588,256,0.9606966226804361,0.9770453578985232,0.9867585364402826,0.2130316955133575,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,exact,ancestry_K5,5,True,1.388945270707679,6,0.9490642959587292,0.9420681167685095,0.9536230599946846,256,0.9606643555011236,0.9773250214703577,0.9869190823708213,0.21174471026356292,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,exact,ancestry_K6,6,True,1.388945270707679,6,1.0,1.0,1.0,256,1.0,1.0,0.9999999999999998,4.397564370095972e-15,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,broadcast,unit_broadcast_fixed,1,False,1.388945270707679,6,-7.48458657940961,-8.70877732421607,-6.471470181781143,256,-6.344404960280933,-0.06635054694980366,0.16039726133039497,2.763351703797191,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,broadcast,initial_mean_fixed,1,False,1.388945270707679,6,0.6178790517700843,0.6370600174357739,0.5983224626434935,256,0.6146009211852519,0.8514575923346346,0.9165707339068954,0.5259057038913191,0.5661925492368749
frozen_algebraic_replay,127200,matching,0,compatible,sgd,0.03,broadcast,initial_mean_projection,1,True,1.388945270707679,6,0.6324850334570484,0.6517808878710134,0.6134254215217227,256,0.6252595039343467,0.8476646989171935,0.9137214829691203,0.5374760610180103,0.5661925492368749
